timestamp,tollID,tagRef,tagHomeID,charge
2022-01-31 17:39,KO07,NAOP0J43D5,NAO,1.85
2022-01-31 18:23,NAO30,NAONSM43D8,NAO,2.5
2022-01-31 18:31,NAO21,NAO5ZJA8DZ,NAO,2.5
2022-01-31 18:56,KO07,AMXAJI0Y6,AM,1.85
2022-01-31 19:00,EG29,EG7UR23GD,EG,1.5
2022-01-31 19:06,AM02,NO7PTX63C,NO,2.0
2022-01-31 19:11,NO07,OOQ0OXFQ8,OO,3.55
2022-01-31 19:35,KO02,KOWM31YIH,KO,3.4
2022-01-31 19:44,OO01,OO1B0Z3NX,OO,2.3
2022-01-31 20:27,EG06,EGC11ERTJ,EG,1.7
2022-01-31 20:47,AM05,NAOURTP0LZ,NAO,3.6
2022-01-31 21:16,NAO05,EGUT0CVS4,EG,2.5
2022-01-31 21:20,EG28,EGF1T2TAL,EG,1.4
2022-01-31 21:33,NO06,NOXFGCAQV,NO,3.25
2022-01-31 21:59,KO03,KOWKTAKPU,KO,2.95
2022-01-31 22:00,NAO03,KOIXA11DP,KO,2.5
2022-01-31 22:11,NAO11,NAO5UQPGB7,NAO,2.5
2022-01-31 22:46,OO07,OOQ0OXFQ8,OO,1.9
2022-01-31 22:55,NAO29,OOZSJ49IT,OO,2.5
2022-02-01 00:35,AM04,AMLJH75LX,AM,2.2
2022-02-01 00:48,AM10,AMV3A3ZMF,AM,3.1
2022-02-01 00:59,OO01,AMLJH75LX,AM,2.3
2022-02-01 01:51,NAO13,NAOHL1N13J,NAO,2.5
2022-02-01 03:29,EG32,EGF1T2TAL,EG,1.4
2022-02-01 03:51,NAO23,EG9CHJ755,EG,2.5
2022-02-01 04:04,EG01,EGRHOCN9J,EG,3.0
2022-02-01 04:45,MO01,MOV86WZS3,MO,1.35
2022-02-01 04:47,OO05,AMHJ7XVG0,AM,3.5
2022-02-01 04:52,OO09,EGVWPVS7H,EG,2.5
2022-02-01 05:07,OO08,OOZSJ49IT,OO,1.9
2022-02-01 05:14,OO04,OOZSJ49IT,OO,2.4
2022-02-01 05:20,OO02,OOQ0OXFQ8,OO,2.3
2022-02-01 05:23,EG05,EGIGQPKI7,EG,1.7
2022-02-01 05:41,NAO34,NOXFGCAQV,NO,2.5
2022-02-01 06:10,AM08,EGYTJXEPQ,EG,2.8
2022-02-01 06:48,NO11,NAOBMYOFQE,NAO,3.35
2022-02-01 07:01,NAO03,KOJDP0LVS,KO,2.5
2022-02-01 07:04,AM09,AMH9SDBDW,AM,3.1
2022-02-01 07:05,OO08,OOZSJ49IT,OO,1.9
2022-02-01 07:11,NAO26,NAO09SKDGI,NAO,2.5
2022-02-01 07:28,KO09,EGC11ERTJ,EG,2.05
2022-02-01 07:55,NO02,NOXFGCAQV,NO,3.85
2022-02-01 08:06,KO04,KOIXA11DP,KO,2.95
2022-02-01 08:13,EG22,EG7UR23GD,EG,1.6
2022-02-01 08:14,EG14,EGC11ERTJ,EG,1.2
2022-02-01 08:17,OO04,OOQ0OXFQ8,OO,2.4
2022-02-01 08:19,EG19,OO7PZE9VI,OO,1.4
2022-02-01 08:58,NO01,NOX6GVWRD,NO,3.85
2022-02-01 09:04,OO10,OO1B0Z3NX,OO,2.5
2022-02-01 09:31,AM10,GEX7EEDTJ,GE,3.1
2022-02-01 10:07,NAO27,EG9CHJ755,EG,2.5
2022-02-01 10:28,NAO16,EGUT0CVS4,EG,2.5
2022-02-01 10:39,NAO33,NAOURTP0LZ,NAO,2.5
2022-02-01 10:40,EG35,NAOP0J43D5,NAO,1.0
2022-02-01 11:29,KO10,KOWKTAKPU,KO,2.05
2022-02-01 11:35,OO06,OO3KKV9RF,OO,3.5
2022-02-01 12:00,OO06,KOJDP0LVS,KO,3.5
2022-02-01 13:58,GE01,NAOBMYOFQE,NAO,14.7
2022-02-01 14:06,MO08,MOJCKJLTE,MO,3.15
2022-02-01 14:20,NAO26,EGSEIMVIH,EG,2.5
2022-02-01 15:26,NAO24,AMLJH75LX,AM,2.5
2022-02-01 15:32,AM08,AMLJH75LX,AM,2.8
2022-02-01 15:56,EG37,EGF1T2TAL,EG,1.4
2022-02-01 16:05,AM08,AMLJH75LX,AM,2.8
2022-02-01 16:06,OO04,OOZSJ49IT,OO,2.4
2022-02-01 16:50,OO06,EGC11ERTJ,EG,3.5
2022-02-01 17:04,NAO23,NAO09SKDGI,NAO,2.5
2022-02-01 17:09,EG16,EGIGQPKI7,EG,1.2
2022-02-01 17:12,AM08,OO1B0Z3NX,OO,2.8
2022-02-01 17:45,NAO28,NAOHAFEYUH,NAO,2.5
2022-02-01 17:46,AM06,AMXAJI0Y6,AM,3.6
2022-02-01 17:55,AM10,EGRHOCN9J,EG,3.1
2022-02-01 19:38,NAO33,NAOURTP0LZ,NAO,2.5
2022-02-01 19:42,AM05,AMHJ7XVG0,AM,3.6
2022-02-01 19:46,NAO04,MOV86WZS3,MO,2.5
2022-02-01 19:54,AM10,AMV3A3ZMF,AM,3.1
2022-02-01 19:58,NAO20,NOQLL8OS9,NO,2.5
2022-02-01 20:01,MO11,NO7PTX63C,NO,2.05
2022-02-01 20:46,OO06,MOJCKJLTE,MO,3.5
2022-02-01 21:05,KO05,OO7PZE9VI,OO,1.9
2022-02-01 21:14,NAO38,NAO5ZJA8DZ,NAO,2.5
2022-02-01 22:39,NO12,NOQLL8OS9,NO,3.35
2022-02-01 23:21,OO04,OOZSJ49IT,OO,2.4
2022-02-01 23:47,OO07,OO1B0Z3NX,OO,1.9
2022-02-01 23:49,AM07,AMV3A3ZMF,AM,2.8
2022-02-01 23:55,NO03,NOXFGCAQV,NO,3.25
2022-02-02 00:47,OO01,NORCBPLJD,NO,2.3
2022-02-02 01:20,NAO23,NAONSM43D8,NAO,2.5
2022-02-02 01:34,NO01,NO7PTX63C,NO,3.85
2022-02-02 01:43,EG19,NAOBMYOFQE,NAO,1.4
2022-02-02 02:18,EG01,EG9CHJ755,EG,3.0
2022-02-02 03:06,EG24,EGF1T2TAL,EG,1.4
2022-02-02 03:07,NAO31,NAOURTP0LZ,NAO,2.5
2022-02-02 03:13,EG10,EGF1T2TAL,EG,0.9
2022-02-02 03:59,GE02,NOXFGCAQV,NO,14.7
2022-02-02 04:03,KO03,NAOHL1N13J,NAO,2.95
2022-02-02 04:27,NAO41,NAOP0J43D5,NAO,2.5
2022-02-02 04:35,NAO24,NAO5ZJA8DZ,NAO,2.5
2022-02-02 04:40,EG31,KOWKTAKPU,KO,1.4
2022-02-02 04:41,KO01,KONCXLL4Z,KO,3.4
2022-02-02 04:45,NO01,NO7PTX63C,NO,3.85
2022-02-02 04:53,NO09,NAOHL1N13J,NAO,4.2
2022-02-02 05:11,EG01,NORCBPLJD,NO,3.0
2022-02-02 05:20,AM06,NAOBMYOFQE,NAO,3.6
2022-02-02 05:41,KO09,KOWM31YIH,KO,2.05
2022-02-02 05:53,NAO35,NAOBMYOFQE,NAO,2.5
2022-02-02 06:06,MO09,AMV3A3ZMF,AM,2.7
2022-02-02 06:10,EG29,AMH9SDBDW,AM,1.5
2022-02-02 06:12,NO07,NOE1V2ISQ,NO,3.55
2022-02-02 07:32,NO14,NOX6GVWRD,NO,4.15
2022-02-02 07:34,AM07,NAOP0J43D5,NAO,2.8
2022-02-02 08:25,NAO21,EGC11ERTJ,EG,2.5
2022-02-02 08:29,EG13,EGUT0CVS4,EG,1.2
2022-02-02 08:34,NO02,NOXFGCAQV,NO,3.85
2022-02-02 08:51,NO06,GE5A0L725,GE,3.25
2022-02-02 08:52,NO01,NOE1V2ISQ,NO,3.85
2022-02-02 09:28,EG30,EG7UR23GD,EG,1.5
2022-02-02 09:42,AM01,NAOP0J43D5,NAO,2.0
2022-02-02 10:03,NO01,NO7PTX63C,NO,3.85
2022-02-02 10:10,NAO23,NAOHL1N13J,NAO,2.5
2022-02-02 10:12,EG36,EGC11ERTJ,EG,1.0
2022-02-02 11:30,NAO32,EG7UR23GD,EG,2.5
2022-02-02 11:44,NAO31,NAOURTP0LZ,NAO,2.5
2022-02-02 12:32,MO03,MOV86WZS3,MO,2.1
2022-02-02 13:10,MO09,MOJCKJLTE,MO,2.7
2022-02-02 13:42,AM03,AMLJH75LX,AM,2.2
2022-02-02 13:57,NAO35,NAO5ZJA8DZ,NAO,2.5
2022-02-02 14:31,KO06,AMHJ7XVG0,AM,1.9
2022-02-02 14:38,EG08,EGRHOCN9J,EG,1.8
2022-02-02 14:44,EG19,KONCXLL4Z,KO,1.4
2022-02-02 15:01,NO07,NOE1V2ISQ,NO,3.55
2022-02-02 15:18,AM03,AMXAJI0Y6,AM,2.2
2022-02-02 15:41,EG21,EGYTJXEPQ,EG,1.6
2022-02-02 15:53,EG38,GEL6246HI,GE,1.4
2022-02-02 16:14,OO06,MOJCKJLTE,MO,3.5
2022-02-02 17:58,AM03,EGSEIMVIH,EG,2.2
2022-02-02 18:21,AM08,AMXAJI0Y6,AM,2.8
2022-02-02 18:59,EG24,EGSEIMVIH,EG,1.4
2022-02-02 19:31,AM08,AMHJ7XVG0,AM,2.8
2022-02-02 20:15,EG08,EGSEIMVIH,EG,1.8
2022-02-02 20:27,EG21,EG9CHJ755,EG,1.6
2022-02-02 20:57,NAO16,NAOHL1N13J,NAO,2.5
2022-02-02 21:06,KO05,KOWM31YIH,KO,1.9
2022-02-02 21:24,NO13,NOE1V2ISQ,NO,4.15
2022-02-02 21:31,EG36,NOE1V2ISQ,NO,1.0
2022-02-02 21:44,AM04,EGYTJXEPQ,EG,2.2
2022-02-02 22:15,KO02,OOZSJ49IT,OO,3.4
2022-02-02 22:21,EG10,EGVWPVS7H,EG,0.9
2022-02-02 22:23,NAO37,NAOLY8OZCY,NAO,2.5
2022-02-02 22:55,NAO38,NAOHAFEYUH,NAO,2.5
2022-02-02 22:56,AM03,AMHJ7XVG0,AM,2.2
2022-02-02 23:09,EG06,EGUT0CVS4,EG,1.7
2022-02-02 23:26,AM01,EGRHOCN9J,EG,2.0
2022-02-02 23:47,MO03,MOJCKJLTE,MO,2.1
2022-02-03 00:22,AM06,AMLJH75LX,AM,3.6
2022-02-03 00:37,EG36,NOE1V2ISQ,NO,1.0
2022-02-03 00:44,NO04,NOE1V2ISQ,NO,3.25
2022-02-03 00:50,NAO36,AMLJH75LX,AM,2.5
2022-02-03 00:58,KO09,KOWM31YIH,KO,2.05
2022-02-03 01:40,KO04,KOIXA11DP,KO,2.95
2022-02-03 03:06,NAO38,NAONSM43D8,NAO,2.5
2022-02-03 03:27,AM05,AMXAJI0Y6,AM,3.6
2022-02-03 04:13,NAO05,NAOLY8OZCY,NAO,2.5
2022-02-03 04:48,NAO07,NAO5ZJA8DZ,NAO,2.5
2022-02-03 05:04,AM09,NAOVZ41NAM,NAO,3.1
2022-02-03 05:08,AM05,AMXAJI0Y6,AM,3.6
2022-02-03 05:14,NAO36,AMHJ7XVG0,AM,2.5
2022-02-03 05:28,EG31,OOQ0OXFQ8,OO,1.4
2022-02-03 05:44,NO07,NOE1V2ISQ,NO,3.55
2022-02-03 05:48,NAO11,EGSEIMVIH,EG,2.5
2022-02-03 06:34,EG06,NO7PTX63C,NO,1.7
2022-02-03 06:44,AM08,EGYTJXEPQ,EG,2.8
2022-02-03 07:19,EG11,EGRHOCN9J,EG,0.5
2022-02-03 07:31,EG31,EGYTJXEPQ,EG,1.4
2022-02-03 07:38,EG19,KONCXLL4Z,KO,1.4
2022-02-03 08:24,NO01,NAOVZ41NAM,NAO,3.85
2022-02-03 08:38,NAO09,NAOP0J43D5,NAO,2.5
2022-02-03 08:48,NO12,NOQLL8OS9,NO,3.35
2022-02-03 08:52,EG32,EGF1T2TAL,EG,1.4
2022-02-03 08:58,EG22,NAOBMYOFQE,NAO,1.6
2022-02-03 09:04,MO11,EGC11ERTJ,EG,2.05
2022-02-03 09:19,AM04,EGYTJXEPQ,EG,2.2
2022-02-03 09:45,EG33,NOE1V2ISQ,NO,2.0
2022-02-03 10:56,EG05,EGIGQPKI7,EG,1.7
2022-02-03 11:17,NAO11,NAO09SKDGI,NAO,2.5
2022-02-03 11:23,NAO03,EG9CHJ755,EG,2.5
2022-02-03 11:26,KO05,OO7PZE9VI,OO,1.9
2022-02-03 11:42,NO03,NOE1V2ISQ,NO,3.25
2022-02-03 11:59,OO08,OO1B0Z3NX,OO,1.9
2022-02-03 12:32,NAO37,NAOURTP0LZ,NAO,2.5
2022-02-03 12:35,KO07,AMXAJI0Y6,AM,1.85
2022-02-03 12:40,OO04,OOZSJ49IT,OO,2.4
2022-02-03 12:51,KO10,KONCXLL4Z,KO,2.05
2022-02-03 13:07,OO09,OO3KKV9RF,OO,2.5
2022-02-03 13:43,NO04,NOX6GVWRD,NO,3.25
2022-02-03 13:59,EG29,EGC11ERTJ,EG,1.5
2022-02-03 14:58,AM10,AMV3A3ZMF,AM,3.1
2022-02-03 15:06,MO04,MOV86WZS3,MO,2.1
2022-02-03 15:13,NAO28,NOE1V2ISQ,NO,2.5
2022-02-03 15:16,OO10,OO1B0Z3NX,OO,2.5
2022-02-03 15:38,KO01,KOIXA11DP,KO,3.4
2022-02-03 15:43,NO13,NOE1V2ISQ,NO,4.15
2022-02-03 16:47,KO10,KONCXLL4Z,KO,2.05
2022-02-03 17:17,NAO38,NAO09SKDGI,NAO,2.5
2022-02-03 17:21,MO01,MOV86WZS3,MO,1.35
2022-02-03 17:32,OO08,MOJCKJLTE,MO,1.9
2022-02-03 17:41,OO10,AMHJ7XVG0,AM,2.5
2022-02-03 18:02,OO02,OO1B0Z3NX,OO,2.3
2022-02-03 18:08,NAO09,NOX6GVWRD,NO,2.5
2022-02-03 18:13,EG26,NOE1V2ISQ,NO,1.8
2022-02-03 18:37,AM03,EGSEIMVIH,EG,2.2
2022-02-03 18:39,AM06,AMNT3W5UZ,AM,3.6
2022-02-03 18:51,MO05,MOJCKJLTE,MO,2.6
2022-02-03 18:53,MO08,MOJCKJLTE,MO,3.15
2022-02-03 19:18,EG32,EGF1T2TAL,EG,1.4
2022-02-03 19:28,MO08,NAOLY8OZCY,NAO,3.15
2022-02-03 20:18,OO05,OOZSJ49IT,OO,3.5
2022-02-03 20:54,NO04,NOE1V2ISQ,NO,3.25
2022-02-03 21:02,AM09,AMH9SDBDW,AM,3.1
2022-02-03 21:13,OO10,OOQ0OXFQ8,OO,2.5
2022-02-03 21:37,NAO31,NAO09SKDGI,NAO,2.5
2022-02-03 21:37,AM10,NAO5ZJA8DZ,NAO,3.1
2022-02-03 21:55,GE02,GEX7EEDTJ,GE,14.7
2022-02-03 22:08,NO06,NOE1V2ISQ,NO,3.25
2022-02-03 22:12,EG28,NAOBMYOFQE,NAO,1.4
2022-02-03 22:20,KO09,KOJDP0LVS,KO,2.05
2022-02-03 22:27,NO01,NAOVZ41NAM,NAO,3.85
2022-02-03 22:51,KO06,AMHJ7XVG0,AM,1.9
2022-02-03 23:06,NAO32,NAOLY8OZCY,NAO,2.5
2022-02-03 23:10,OO06,NO7PTX63C,NO,3.5
2022-02-03 23:40,AM05,AMH9SDBDW,AM,3.6
2022-02-03 23:41,MO07,KOIXA11DP,KO,3.15
2022-02-04 00:03,NO11,NAOURTP0LZ,NAO,3.35
2022-02-04 00:06,NO10,NAOP0J43D5,NAO,4.2
2022-02-04 00:31,OO05,OO3KKV9RF,OO,3.5
2022-02-04 00:33,KO04,KOWKTAKPU,KO,2.95
2022-02-04 00:40,NAO30,EGUT0CVS4,EG,2.5
2022-02-04 00:43,NO06,NORCBPLJD,NO,3.25
2022-02-04 00:46,EG19,NORCBPLJD,NO,1.4
2022-02-04 01:25,AM03,AMNT3W5UZ,AM,2.2
2022-02-04 01:32,AM04,AMH9SDBDW,AM,2.2
2022-02-04 01:58,AM03,AMHJ7XVG0,AM,2.2
2022-02-04 02:52,NAO08,AMNT3W5UZ,AM,2.5
2022-02-04 03:10,NAO05,NAO5ZJA8DZ,NAO,2.5
2022-02-04 04:35,EG02,EGIGQPKI7,EG,3.0
2022-02-04 04:48,NAO04,NAOP0J43D5,NAO,2.5
2022-02-04 05:13,OO08,OO3KKV9RF,OO,1.9
2022-02-04 06:20,NAO17,NAONSM43D8,NAO,2.5
2022-02-04 06:33,AM08,EG9CHJ755,EG,2.8
2022-02-04 06:51,MO11,EGC11ERTJ,EG,2.05
2022-02-04 06:55,OO09,EGRHOCN9J,EG,2.5
2022-02-04 08:04,EG25,MOV86WZS3,MO,1.8
2022-02-04 08:07,NO05,EGVWPVS7H,EG,3.25
2022-02-04 08:08,EG21,NORCBPLJD,NO,1.6
2022-02-04 08:33,AM08,NOE1V2ISQ,NO,2.8
2022-02-04 09:09,NAO27,EG9CHJ755,EG,2.5
2022-02-04 10:00,OO02,NAOURTP0LZ,NAO,2.3
2022-02-04 10:28,OO05,OO1B0Z3NX,OO,3.5
2022-02-04 11:10,NAO31,OO7PZE9VI,OO,2.5
2022-02-04 11:31,MO05,MOJCKJLTE,MO,2.6
2022-02-04 11:38,AM06,EGVWPVS7H,EG,3.6
2022-02-04 11:47,NAO37,NAOURTP0LZ,NAO,2.5
2022-02-04 12:13,OO08,OO3KKV9RF,OO,1.9
2022-02-04 12:20,OO02,OO3KKV9RF,OO,2.3
2022-02-04 12:39,NO06,EGRHOCN9J,EG,3.25
2022-02-04 12:49,NO14,NOE1V2ISQ,NO,4.15
2022-02-04 12:57,NAO36,NAO5UQPGB7,NAO,2.5
2022-02-04 13:27,AM10,EGRHOCN9J,EG,3.1
2022-02-04 14:02,KO07,KOIXA11DP,KO,1.85
2022-02-04 14:26,EG06,NAOBMYOFQE,NAO,1.7
2022-02-04 14:31,AM01,AMXAJI0Y6,AM,2.0
2022-02-04 15:07,EG31,OOQ0OXFQ8,OO,1.4
2022-02-04 15:14,KO05,KOWKTAKPU,KO,1.9
2022-02-04 15:53,EG12,EGF1T2TAL,EG,0.5
2022-02-04 15:53,EG05,EGC11ERTJ,EG,1.7
2022-02-04 16:14,NAO07,NAOBMYOFQE,NAO,2.5
2022-02-04 16:35,KO01,KONCXLL4Z,KO,3.4
2022-02-04 16:57,NO14,NOX6GVWRD,NO,4.15
2022-02-04 16:58,AM03,AMLJH75LX,AM,2.2
2022-02-04 17:28,NAO10,EGSEIMVIH,EG,2.5
2022-02-04 17:39,GE02,GE5A0L725,GE,14.7
2022-02-04 18:10,EG10,EGIGQPKI7,EG,0.9
2022-02-04 18:51,KO03,AMNT3W5UZ,AM,2.95
2022-02-04 18:58,AM09,NAOVZ41NAM,NAO,3.1
2022-02-04 20:01,EG21,AMXAJI0Y6,AM,1.6
2022-02-04 20:42,KO05,KOWKTAKPU,KO,1.9
2022-02-04 21:05,KO07,KOJDP0LVS,KO,1.85
2022-02-04 21:24,NAO12,NAOBMYOFQE,NAO,2.5
2022-02-04 21:54,NO07,NOE1V2ISQ,NO,3.55
2022-02-04 22:04,AM02,AMHJ7XVG0,AM,2.0
2022-02-04 22:07,EG24,EGVWPVS7H,EG,1.4
2022-02-04 22:45,NAO11,NAO09SKDGI,NAO,2.5
2022-02-04 23:31,MO05,MOV86WZS3,MO,2.6
2022-02-04 23:52,EG05,EGIGQPKI7,EG,1.7
2022-02-05 00:19,MO09,MOJCKJLTE,MO,2.7
2022-02-05 00:42,NO10,NAOURTP0LZ,NAO,4.2
2022-02-05 01:47,AM05,AMH9SDBDW,AM,3.6
2022-02-05 01:48,NAO12,AMXAJI0Y6,AM,2.5
2022-02-05 01:56,EG08,EG7UR23GD,EG,1.8
2022-02-05 02:09,EG11,EG9CHJ755,EG,0.5
2022-02-05 02:34,NO02,EGC11ERTJ,EG,3.85
2022-02-05 03:41,EG17,EGIGQPKI7,EG,2.1
2022-02-05 03:48,AM03,AMNT3W5UZ,AM,2.2
2022-02-05 03:50,NAO39,NAOLY8OZCY,NAO,2.5
2022-02-05 04:00,EG02,EGUT0CVS4,EG,3.0
2022-02-05 04:05,OO08,OO3KKV9RF,OO,1.9
2022-02-05 04:14,NO04,NOE1V2ISQ,NO,3.25
2022-02-05 04:18,NO10,OOQ0OXFQ8,OO,4.2
2022-02-05 05:11,AM05,NAOHAFEYUH,NAO,3.6
2022-02-05 05:12,EG35,NAOP0J43D5,NAO,1.0
2022-02-05 05:19,NAO03,EGF1T2TAL,EG,2.5
2022-02-05 05:25,NAO30,NAOHAFEYUH,NAO,2.5
2022-02-05 05:44,EG37,NOE1V2ISQ,NO,1.4
2022-02-05 05:51,EG14,AMH9SDBDW,AM,1.2
2022-02-05 05:58,KO03,KOWKTAKPU,KO,2.95
2022-02-05 06:20,NO03,NOXFGCAQV,NO,3.25
2022-02-05 06:27,NO06,NORCBPLJD,NO,3.25
2022-02-05 06:46,OO01,EGYTJXEPQ,EG,2.3
2022-02-05 06:48,NAO26,NAOHAFEYUH,NAO,2.5
2022-02-05 07:04,AM05,AMXAJI0Y6,AM,3.6
2022-02-05 07:29,AM05,AMV3A3ZMF,AM,3.6
2022-02-05 07:48,AM05,AMH9SDBDW,AM,3.6
2022-02-05 07:58,KO08,KOJDP0LVS,KO,1.85
2022-02-05 08:33,EG33,EGRHOCN9J,EG,2.0
2022-02-05 09:23,KO07,NAOP0J43D5,NAO,1.85
2022-02-05 09:49,NO10,NOQLL8OS9,NO,4.2
2022-02-05 10:03,NAO38,NOE1V2ISQ,NO,2.5
2022-02-05 10:06,OO05,EG9CHJ755,EG,3.5
2022-02-05 11:22,NAO25,OO3KKV9RF,OO,2.5
2022-02-05 11:50,NAO30,NAONSM43D8,NAO,2.5
2022-02-05 11:55,KO07,KOWKTAKPU,KO,1.85
2022-02-05 12:18,AM02,AMHJ7XVG0,AM,2.0
2022-02-05 12:32,NO03,NOXFGCAQV,NO,3.25
2022-02-05 13:02,KO05,OO7PZE9VI,OO,1.9
2022-02-05 13:05,GE02,GE5A0L725,GE,14.7
2022-02-05 13:18,EG19,EGYTJXEPQ,EG,1.4
2022-02-05 13:23,AM06,AMNT3W5UZ,AM,3.6
2022-02-05 13:48,AM06,AMLJH75LX,AM,3.6
2022-02-05 14:02,EG02,EGF1T2TAL,EG,3.0
2022-02-05 14:05,EG33,EGRHOCN9J,EG,2.0
2022-02-05 14:07,AM05,NAOHAFEYUH,NAO,3.6
2022-02-05 14:22,KO05,KONCXLL4Z,KO,1.9
2022-02-05 15:04,AM09,NORCBPLJD,NO,3.1
2022-02-05 15:10,GE02,KOWKTAKPU,KO,14.7
2022-02-05 15:12,NAO38,NAOHAFEYUH,NAO,2.5
2022-02-05 16:05,AM03,AMH9SDBDW,AM,2.2
2022-02-05 16:56,MO10,EG9CHJ755,EG,2.7
2022-02-05 17:21,NAO25,OOQ0OXFQ8,OO,2.5
2022-02-05 17:41,NAO20,EG7UR23GD,EG,2.5
2022-02-05 17:54,EG11,EGIGQPKI7,EG,0.5
2022-02-05 18:14,NAO26,OO3KKV9RF,OO,2.5
2022-02-05 18:19,NO12,EG7UR23GD,EG,3.35
2022-02-05 18:45,KO05,EGVWPVS7H,EG,1.9
2022-02-05 19:11,NAO25,NAOHL1N13J,NAO,2.5
2022-02-05 19:38,OO06,EG9CHJ755,EG,3.5
2022-02-05 19:57,EG34,EGVWPVS7H,EG,2.0
2022-02-05 21:01,AM04,AMLJH75LX,AM,2.2
2022-02-05 21:07,NAO27,NAO5UQPGB7,NAO,2.5
2022-02-05 21:56,MO09,MOV86WZS3,MO,2.7
2022-02-05 21:59,NAO25,OO3KKV9RF,OO,2.5
2022-02-05 22:19,NAO06,NAOP0J43D5,NAO,2.5
2022-02-05 22:56,NAO10,NAO5UQPGB7,NAO,2.5
2022-02-05 23:08,OO07,OOQ0OXFQ8,OO,1.9
2022-02-05 23:18,EG19,EGF1T2TAL,EG,1.4
2022-02-05 23:22,EG13,KONCXLL4Z,KO,1.2
2022-02-05 23:57,NO07,NOQLL8OS9,NO,3.55
2022-02-06 00:04,AM06,NAOBMYOFQE,NAO,3.6
2022-02-06 00:22,MO05,MOV86WZS3,MO,2.6
2022-02-06 00:26,NAO20,NAO5UQPGB7,NAO,2.5
2022-02-06 00:52,EG31,OOQ0OXFQ8,OO,1.4
2022-02-06 00:58,KO02,OOZSJ49IT,OO,3.4
2022-02-06 01:12,AM06,AMLJH75LX,AM,3.6
2022-02-06 01:13,NAO39,NAOURTP0LZ,NAO,2.5
2022-02-06 01:14,NAO32,NAOHL1N13J,NAO,2.5
2022-02-06 01:15,NO04,KOIXA11DP,KO,3.25
2022-02-06 01:48,OO10,OOQ0OXFQ8,OO,2.5
2022-02-06 03:02,NAO40,NAONSM43D8,NAO,2.5
2022-02-06 03:25,NO06,NOXFGCAQV,NO,3.25
2022-02-06 03:29,KO05,EGF1T2TAL,EG,1.9
2022-02-06 04:04,NO07,EGF1T2TAL,EG,3.55
2022-02-06 04:35,EG16,EGYTJXEPQ,EG,1.2
2022-02-06 04:41,NO04,EGVWPVS7H,EG,3.25
2022-02-06 04:52,NAO18,KONCXLL4Z,KO,2.5
2022-02-06 05:26,NAO07,AMNT3W5UZ,AM,2.5
2022-02-06 05:32,EG08,EGVWPVS7H,EG,1.8
2022-02-06 06:03,OO10,AMHJ7XVG0,AM,2.5
2022-02-06 07:10,AM02,AMHJ7XVG0,AM,2.0
2022-02-06 07:22,NO01,NORCBPLJD,NO,3.85
2022-02-06 08:07,AM05,NAOHAFEYUH,NAO,3.6
2022-02-06 08:15,NAO16,NAOHL1N13J,NAO,2.5
2022-02-06 08:16,NAO07,NAOVZ41NAM,NAO,2.5
2022-02-06 08:40,NAO04,MOV86WZS3,MO,2.5
2022-02-06 08:42,MO08,MOJCKJLTE,MO,3.15
